State,Year,Table,Measure,Characteristic Label,Format,Value
Nebraska,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,3
Nevada,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,21
Nevada,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,18
Nevada,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,10
Nevada,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,15
Nevada,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,13
New Hampshire,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,2
New Hampshire,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,1
New Hampshire,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,3
New Hampshire,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,1
New Hampshire,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,4
New Jersey,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,22
New Jersey,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,16
New Jersey,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,18
New Jersey,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,8
New Jersey,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,23
New Mexico,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,15
New Mexico,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,16
New Mexico,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,7
New Mexico,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,7
New Mexico,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,14
New York,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,83
New York,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,100
New York,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,107
New York,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,114
New York,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,108
North Carolina,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,19
North Carolina,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,24
North Carolina,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,29
North Carolina,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,25
North Dakota,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,1
North Dakota,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,1
North Dakota,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,1
North Dakota,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,3
North Dakota,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,3
Ohio,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,67
Ohio,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,70
Ohio,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,48
Ohio,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,51
Ohio,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,74
Oklahoma,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,38
Oklahoma,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,25
Oklahoma,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,43
Oklahoma,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,34
Oklahoma,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,31
Oregon,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,19
Oregon,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,17
Oregon,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,10
Oregon,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,13
Oregon,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,27
Pennsylvania,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,37
Pennsylvania,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,38
Pennsylvania,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,34
Pennsylvania,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,34
Pennsylvania,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,34
Puerto Rico,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,18
Puerto Rico,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,19
Puerto Rico,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,10
Puerto Rico,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,11
Puerto Rico,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,7
Rhode Island,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,3
Rhode Island,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,1
Rhode Island,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,1
Rhode Island,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,6
Rhode Island,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,0
South Carolina,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,20
South Carolina,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,25
South Carolina,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,28
South Carolina,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,37
South Carolina,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,23
South Dakota,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,3
South Dakota,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,6
South Dakota,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,5
South Dakota,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,4
South Dakota,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,11
Tennessee,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,29
Tennessee,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,31
Tennessee,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,40
Tennessee,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,28
Tennessee,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,32
Texas,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,246
Texas,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,215
Texas,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,150
Texas,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,153
Texas,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,162
Utah,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,11
Utah,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,12
Utah,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,7
Utah,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,15
Utah,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,6
Vermont,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,2
Vermont,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,0
Vermont,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,0
Vermont,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,1
Vermont,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,3
Virginia,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,36
Virginia,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,33
Virginia,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,33
Virginia,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,37
Virginia,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,54
Washington,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,20
Washington,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,21
Washington,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,27
Washington,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,19
Washington,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,27
West Virginia,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,16
West Virginia,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,5
West Virginia,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,17
West Virginia,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,19
West Virginia,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,9
Wisconsin,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,24
Wisconsin,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,31
Wisconsin,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,21
Wisconsin,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,18
Wisconsin,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,17
Wyoming,2011,"Child Fatalities, Trend",Child fatalities,Total,Number,1
Wyoming,2012,"Child Fatalities, Trend",Child fatalities,Total,Number,2
Wyoming,2013,"Child Fatalities, Trend",Child fatalities,Total,Number,0
Wyoming,2014,"Child Fatalities, Trend",Child fatalities,Total,Number,1
Wyoming,2015,"Child Fatalities, Trend",Child fatalities,Total,Number,2
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age <1,Number,1236
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 1,Number,537
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 2,Number,540
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 3,Number,524
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 4,Number,508
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 5,Number,485
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 6,Number,495
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 7,Number,457
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 8,Number,425
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 9,Number,369
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 10,Number,347
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 11,Number,320
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 12,Number,351
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 13,Number,369
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 14,Number,489
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 15,Number,488
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 16,Number,298
Alabama,2015,Child Victims by Age,Victims (unique count) by age,Age 17,Number,194
Alabama,2015,Child Victims by Age,Victims (unique count) by age,"Unborn, Unknown, and 18�21",Number,34
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age <1,Rate,21.30410052
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 1,Rate,9.187182426
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 2,Rate,9.322560597
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 3,Rate,8.894320535
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 4,Rate,8.513918917
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 5,Rate,8.112945585
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 6,Rate,8.214949549
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 7,Rate,7.333354729
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 8,Rate,6.814173481
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 9,Rate,5.993859948
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 10,Rate,5.675591685
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 11,Rate,5.20867244
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 12,Rate,5.756457565
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 13,Rate,5.981132687
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 14,Rate,7.585040872
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 15,Rate,7.398086806
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 16,Rate,4.649783894
Alabama,2015,Child Victims by Age,"Victims (unique count) by age, rate per 1,000 children",Age 17,Rate,3.009151543
Alaska,2015,Child Victims by Age,Victims (unique count) by age,Age <1,Number,377
Alaska,2015,Child Victims by Age,Victims (unique count) by age,Age 1,Number,209
Alaska,2015,Child Victims by Age,Victims (unique count) by age,Age 2,Number,214
Alaska,2015,Child Victims by Age,Victims (unique count) by age,Age 3,Number,209
Alaska,2015,Child Victims by Age,Victims (unique count) by age,Age 4,Number,195
Alaska,2015,Child Victims by Age,Victims (unique count) by age,Age 5,Number,179
