Year,City,Sport,Discipline,Athlete_Name,Country,Gender,Event,Medal
1900,Paris,Athletics,Athletics,"Kraenzlein, Alvin",USA,Men,Long Jump,Gold
1900,Paris,Athletics,Athletics,"Prinstein, Meyer",USA,Men,Long Jump,Silver
1900,Paris,Athletics,Athletics,"Torcheboeuf, Emile",FRA,Men,"Long Jump, Standing",Bronze
1900,Paris,Athletics,Athletics,"Ewry, Ray",USA,Men,"Long Jump, Standing",Gold
1900,Paris,Athletics,Athletics,"Baxter, Irving",USA,Men,"Long Jump, Standing",Silver
1900,Paris,Athletics,Athletics,"Fast, Ernst",SWE,Men,Marathon,Bronze
1900,Paris,Athletics,Athletics,"Theato, Michel",FRA,Men,Marathon,Gold
1900,Paris,Athletics,Athletics,"Champion, Emile",FRA,Men,Marathon,Silver
1900,Paris,Athletics,Athletics,"Andersen, Carl Albert",NOR,Men,Pole Vault,Bronze
1900,Paris,Athletics,Athletics,"Baxter, Irving",USA,Men,Pole Vault,Gold
1900,Paris,Athletics,Athletics,"Colkett, Meredith Bright",USA,Men,Pole Vault,Silver
1900,Paris,Athletics,Athletics,"Garrett, Robert",USA,Men,Shot Put,Bronze
1900,Paris,Athletics,Athletics,"Sheldon, Richard",USA,Men,Shot Put,Gold
1900,Paris,Athletics,Athletics,"Mccracken, Josiah",USA,Men,Shot Put,Silver
1900,Paris,Athletics,Athletics,"Sheldon, Lewis Pendleton",USA,Men,Triple Jump,Bronze
1900,Paris,Athletics,Athletics,"Prinstein, Meyer",USA,Men,Triple Jump,Gold
1900,Paris,Athletics,Athletics,"Connolly, James",USA,Men,Triple Jump,Silver
1900,Paris,Athletics,Athletics,"Garrett, Robert",USA,Men,"Triple Jump, Standing",Bronze
1900,Paris,Athletics,Athletics,"Ewry, Ray",USA,Men,"Triple Jump, Standing",Gold
1900,Paris,Athletics,Athletics,"Baxter, Irving",USA,Men,"Triple Jump, Standing",Silver
1900,Paris,Basque Pelota,Basque Pelota,"De Amezola Y Aspizua, José",ESP,Men,Cesta Punta,Gold
1900,Paris,Basque Pelota,Basque Pelota,"Villota Baquiola, Francisco",ESP,Men,Cesta Punta,Gold
1900,Paris,Basque Pelota,Basque Pelota,"Durquetty, Maurice",FRA,Men,Cesta Punta,Silver
1900,Paris,Basque Pelota,Basque Pelota,Etchegaray,FRA,Men,Cesta Punta,Silver
1900,Paris,Cricket,Cricket,"Beachcroft, Charles",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Birkett, Arthur Ernest",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Bowerman, Alfred James",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Buckley, George John",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Burchell, Francis Romulus",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Christian, Frederick William",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Corner, Harry Richard",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Cuming, Frederick Wlliam",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Donne, William Stephen",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Powlesland, Alfred James",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Symes, John",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Toller, Montagu Henry",GBR,Men,Cricket,Gold
1900,Paris,Cricket,Cricket,"Anderson, W.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Attrill, W.T.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Braid, J.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Browning, W.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Horne, R.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Jordan, T.H.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Mcevoy, A.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Robinson, D.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Roques, F.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Schneidau, A.J.",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Terry, Henry John",FRA,Men,Cricket,Silver
1900,Paris,Cricket,Cricket,"Tomalin, P.H.",FRA,Men,Cricket,Silver
1900,Paris,Croquet,Croquet,Aumoitte,FRA,Men,Double,Gold
1900,Paris,Croquet,Croquet,Johin,FRA,Men,Double,Gold
1900,Paris,Croquet,Croquet,Waydelich,FRA,Men,Individual 1 Ball,Bronze
1900,Paris,Croquet,Croquet,Aumoitte,FRA,Men,Individual 1 Ball,Gold
1900,Paris,Croquet,Croquet,Johin,FRA,Men,Individual 1 Ball,Silver
1900,Paris,Croquet,Croquet,Sautreau,FRA,Men,Individual 2 Balls,Bronze
1900,Paris,Croquet,Croquet,Waydelich,FRA,Men,Individual 2 Balls,Gold
1900,Paris,Croquet,Croquet,Vignerot,FRA,Men,Individual 2 Balls,Silver
1900,Paris,Cycling,Cycling Track,"Daumain, .....",FRA,Men,25 Kilometres,Bronze
1900,Paris,Cycling,Cycling Track,"Bastien, Louis",FRA,Men,25 Kilometres,Gold
1900,Paris,Cycling,Cycling Track,"Hildebrand, Louis",FRA,Men,25 Kilometres,Silver
1900,Paris,Cycling,Cycling Track,"Lake, John Henry",USA,Men,Sprint Indivual,Bronze
1900,Paris,Cycling,Cycling Track,"Taillandier, Georges",FRA,Men,Sprint Indivual,Gold
1900,Paris,Cycling,Cycling Track,"Sanz, Fernand",FRA,Men,Sprint Indivual,Silver
1900,Paris,Equestrian,Jumping,"Van De Poele, Georges",BEL,Men,High Jump,Bronze
1900,Paris,Equestrian,Jumping,"Garderes, Dominique Maximien",FRA,Men,High Jump,Gold
1900,Paris,Equestrian,Jumping,"Trissino, Gian Giorgio",ITA,Men,High Jump,Gold
1900,Paris,Equestrian,Jumping,"De Champsavin, Louis",FRA,Men,Individual,Bronze
1900,Paris,Equestrian,Jumping,"Haegeman, Aimé",BEL,Men,Individual,Gold
1900,Paris,Equestrian,Jumping,"Van De Poele, Georges",BEL,Men,Individual,Silver
1900,Paris,Equestrian,Jumping,De Bellegarde,FRA,Men,Long Jump Individual,Bronze
1900,Paris,Equestrian,Jumping,"Van Langhendonck, Constant",BEL,Men,Long Jump Individual,Gold
1900,Paris,Equestrian,Jumping,"Trissino, Gian Giorgio",ITA,Men,Long Jump Individual,Silver
1900,Paris,Fencing,Fencing,"See, Léon",FRA,Men,Épée Individual,Bronze
1900,Paris,Fencing,Fencing,"Fonst, Ramon",CUB,Men,Épée Individual,Gold
1900,Paris,Fencing,Fencing,"Perree, Louis",FRA,Men,Épée Individual,Silver
1900,Paris,Fencing,Fencing,"See, Léon",FRA,Men,"Épée, Amateurs And Masters",Bronze
1900,Paris,Fencing,Fencing,"Ayat, Albert",FRA,Men,"Épée, Amateurs And Masters",Gold
1900,Paris,Fencing,Fencing,"Fonst, Ramon",CUB,Men,"Épée, Amateurs And Masters",Silver
1900,Paris,Fencing,Fencing,"Laurent, Henri",FRA,Men,"Épée, Masters",Bronze
1900,Paris,Fencing,Fencing,"Ayat, Albert",FRA,Men,"Épée, Masters",Gold
1900,Paris,Fencing,Fencing,"Bougnol, Emile",FRA,Men,"Épée, Masters",Silver
1900,Paris,Fencing,Fencing,"Boulenger, Marcel Jacques",FRA,Men,Foil Individual,Bronze
1900,Paris,Fencing,Fencing,"Coste, Emile",FRA,Men,Foil Individual,Gold
1900,Paris,Fencing,Fencing,"Masson, Henri",FRA,Men,Foil Individual,Silver
1900,Paris,Fencing,Fencing,"Mimiague, Jean-Baptiste",FRA,Men,"Foil, Masters",Bronze
1900,Paris,Fencing,Fencing,"Merignac, Lucien",FRA,Men,"Foil, Masters",Gold
1900,Paris,Fencing,Fencing,"Kirchhoffer, Alphonse",FRA,Men,"Foil, Masters",Silver
1900,Paris,Fencing,Fencing,"Flesch, Siegfried",AUT,Men,Sabre Individual,Bronze
1900,Paris,Fencing,Fencing,"De La Falaise, Georges",FRA,Men,Sabre Individual,Gold
1900,Paris,Fencing,Fencing,"Thiebaut, Léon",FRA,Men,Sabre Individual,Silver
1900,Paris,Fencing,Fencing,"Neralic, Milan",AUT,Men,"Sabre, Masters",Bronze
1900,Paris,Fencing,Fencing,"Conte, Antonio",ITA,Men,"Sabre, Masters",Gold
1900,Paris,Fencing,Fencing,"Santelli, Italo",ITA,Men,"Sabre, Masters",Silver
1900,Paris,Football,Football,"Delbecque, Albert",BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Kelecom, R.",BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Leboutte, Marcel",BEL,Men,Football,Bronze
1900,Paris,Football,Football,Londot,BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Moreau, Ernest",BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Neefs, E.",BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Pelgrims, Georges",BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Renier, Alphonse",BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Spannoghe, E.",BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Thornton, Erich",BEL,Men,Football,Bronze
1900,Paris,Football,Football,Van Heuckelum,BEL,Men,Football,Bronze
1900,Paris,Football,Football,"Buckenham, Claude Percy",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Burridge, T.E.",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Chalk, Alfred Ernest",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Grosling, William Sullivan",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Haslam, A.",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Jones, J.H.",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Nicholas, J.",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Quash, William Francis",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Spackman, F.G.",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Turner, R.R.",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Zealley, James Edward",GBR,Men,Football,Gold
1900,Paris,Football,Football,"Allemane, Pierre",FRA,Men,Football,Silver
1900,Paris,Football,Football,Bach,FRA,Men,Football,Silver
1900,Paris,Football,Football,"Bloch, Jean",FRA,Men,Football,Silver
1900,Paris,Football,Football,"Canelle, Fernand",FRA,Men,Football,Silver
1900,Paris,Football,Football,Duparc,FRA,Men,Football,Silver
1900,Paris,Football,Football,Fraysse,FRA,Men,Football,Silver
1900,Paris,Football,Football,Gaillard,FRA,Men,Football,Silver
1900,Paris,Football,Football,"Garnier, René",FRA,Men,Football,Silver
1900,Paris,Football,Football,Grandjean,FRA,Men,Football,Silver
1900,Paris,Football,Football,Huteau,FRA,Men,Football,Silver
1900,Paris,Football,Football,Lambert,FRA,Men,Football,Silver
1900,Paris,Football,Football,Macaire,FRA,Men,Football,Silver
1900,Paris,Football,Football,Peltier,FRA,Men,Football,Silver
1900,Paris,Golf,Golf,"Robertson, David Donaldson",GBR,Men,Individual,Bronze
1900,Paris,Golf,Golf,"Sands, Charles Edward",USA,Men,Individual,Gold
1900,Paris,Golf,Golf,"Rutherford, Walter",GBR,Men,Individual,Silver
1900,Paris,Golf,Golf,"Pratt, Daria",USA,Women,Individual,Bronze
1900,Paris,Golf,Golf,"Abbott, Margaret Ives",USA,Women,Individual,Gold
1900,Paris,Golf,Golf,"Whittier, Pauline",USA,Women,Individual,Silver
1900,Paris,Gymnastics,Artistic G.,"Demanet, Lucien",FRA,Men,Individual All-Round,Bronze
1900,Paris,Gymnastics,Artistic G.,"Sandras, Gustave",FRA,Men,Individual All-Round,Gold
1900,Paris,Gymnastics,Artistic G.,"Bas, Noël",FRA,Men,Individual All-Round,Silver
1900,Paris,Polo,Polo,"Boussod, Jean",ZZX,Men,Polo,Bronze
1900,Paris,Polo,Polo,"Duc De Bisaccia, Louis",ZZX,Men,Polo,Bronze
1900,Paris,Polo,Polo,"Fauquet Lemaitre, A.",ZZX,Men,Polo,Bronze
1900,Paris,Polo,Polo,"Raoul-Duval, Maurice",ZZX,Men,Polo,Bronze
1900,Paris,Polo,Polo,"Daly, Dennis",ZZX,Men,Polo,Gold
1900,Paris,Polo,Polo,"Keene, Foxhall Parker",ZZX,Men,Polo,Gold
1900,Paris,Polo,Polo,"Mackey, Frank Jay",ZZX,Men,Polo,Gold
1900,Paris,Polo,Polo,"Rawlinson, Alfred",ZZX,Men,Polo,Gold
1900,Paris,Polo,Polo,"Buckmaster, Walter Selby",ZZX,Men,Polo,Silver
1900,Paris,Polo,Polo,"Comte De Madre, José Pierre M.J.",ZZX,Men,Polo,Silver
1900,Paris,Polo,Polo,"Freake, Frederick Maitland",ZZX,Men,Polo,Silver
1900,Paris,Polo,Polo,"Mccreery, Walter Adolph",ZZX,Men,Polo,Silver
1900,Paris,Rowing,Rowing,"Brandt, Francois Antoine",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Brockmann, Hermanus Gerardus",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Klein, Roelof",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Leegstra, Ruud Gerbens",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Middelberg, Walter",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Offerhaus, Hendrik Karel",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Thijssen, Walter",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Tromp, Henricus",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Van Dijk, Johannes Wilhelmus Maria",NED,Men,Eight With Coxswain (8+),Bronze
1900,Paris,Rowing,Rowing,"Abell, Louis",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Carr, William",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Debaecke, Harry",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Exley, John",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Geiger, John",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Hedley, Edward",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Juvenal, James",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Lockwood, Roscoe",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Marsh, Edward",USA,Men,Eight With Coxswain (8+),Gold
1900,Paris,Rowing,Rowing,"Bruggeman, Prospère",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"De Bisschop, Jules",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"De Cock, Oscar",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"De Somville, Oscar Charles",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"Hemelsoet, Maurice",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"Odberg, Frank",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"Van Crombrugghe, Marcel Lucien",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"Van Landeghem, Alfred",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"Verdonck, Maurice",BEL,Men,Eight With Coxswain (8+),Silver
1900,Paris,Rowing,Rowing,"Carstens, Wilhelm",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Felle, Ernst",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Fickeisen, Otto",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Körner, Julius",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Kröwerath, Franz",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Lehle, Carl",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Möller, Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Moths, Gustav Adolf",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Rüster, Hugo",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Wilker, Hermann",GER,Men,Four-Oared Shell With Coxswain (4-),Bronze
1900,Paris,Rowing,Rowing,"Bouckaert, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Cau, Jean",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,Charlot,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Delchambre, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Gossler, Carl Heinrich",GER,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Gossler, Gustav Ludwig",GER,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Gossler, Oscar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Hazebrouck, Henri",FRA,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Katzenstein, Walther",GER,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Tietgens, Waldemar",GER,Men,Four-Oared Shell With Coxswain (4-),Gold
1900,Paris,Rowing,Rowing,"Brockmann, Hermanus Gerardus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Hiebendaai, Coenraad Christiaan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Lotsy, Gerhard Oswald",NED,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Lotsy, Paulus Jan",NED,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Lumpp, Georges",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Perrin, Charles",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Soubeyran, Daniel",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Terwogt, Johannes Hester Lambertus",NED,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Wegelin, Emile",FRA,Men,Four-Oared Shell With Coxswain (4-),Silver
1900,Paris,Rowing,Rowing,"Deltour, Carlos",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1900,Paris,Rowing,Rowing,"Paoli, Raoul",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1900,Paris,Rowing,Rowing,"Vedrenne, Antoine Erneste",FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze
1900,Paris,Rowing,Rowing,"Brandt, Francois Antoine",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold
1900,Paris,Rowing,Rowing,"Brockmann, Hermanus Gerardus",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold
1900,Paris,Rowing,Rowing,"Klein, Roelof",ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold
1900,Paris,Rowing,Rowing,"Martinet, Louis",FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1900,Paris,Rowing,Rowing,Unknown Cox / Barreur Inconnu,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1900,Paris,Rowing,Rowing,Waleff,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver
1900,Paris,Rowing,Rowing,"Ashe, Saint-George",GBR,Men,Single Sculls (1X),Bronze
1900,Paris,Rowing,Rowing,"Barrelet, Henri",FRA,Men,Single Sculls (1X),Gold
1900,Paris,Rowing,Rowing,"Gaudin, André",FRA,Men,Single Sculls (1X),Silver
1900,Paris,Rugby,Rugby,"Aitoff, Vladimir",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Albert, A.",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Binoche, Jean, Lã©On",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Collas, Jean",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Gautier, Jean Guy",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Giroux, Auguste",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Gondouin, Charles",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Henriquez De Zubierra, Constantin",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Herve, Jean",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Lardanchet, Victor",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Lefebvre, Hubert",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Olivier, Joseph",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Pharamond, Alexandre",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Reichel, Frantz",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Rischmann, André",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Roosevelt, Albert",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Sarrade, Emile",FRA,Men,Rugby,Gold
1900,Paris,Rugby,Rugby,"Amrhein, Albert",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Bayliss, F.C.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Betting, Hugo",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Birtles, J.Henry",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Cautlon, J.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Darby, Artur John",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Deykin, C.P.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Herrmann, Jacob",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Hofmeister, Willy",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Hood, L.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Kreuzer, Hermann",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Landvoigt, Arnold",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Latscha, Hans",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Logan, M.L.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Loveitt, H.A.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Ludwig, Erich",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Ludwig, Richard",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Müller, Fritz",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Nicol, N.S.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Poppe, Eduard",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Reitz, Heinrich",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Schmierer, August",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Smith, V.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Stockhausen, Adolf",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Talbot, M.W.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Wallis, J.G.",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Wenderoth, Georg",GER,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Whittindale, Claud",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Whittindale, Raymond",GBR,Men,Rugby,Silver
1900,Paris,Rugby,Rugby,"Wilson, Francis Henry",GBR,Men,Rugby,Silver
1900,Paris,Sailing,Sailing,"Michelet, E.",FRA,Men,0.5-1T,Bronze
1900,Paris,Sailing,Sailing,"Michelet, F.",FRA,Men,0.5-1T,Bronze
1900,Paris,Sailing,Sailing,"Gretton, John H.",GBR,Men,0.5-1T,Gold
1900,Paris,Sailing,Sailing,"Hope, Linton",GBR,Men,0.5-1T,Gold
1900,Paris,Sailing,Sailing,"Lord Currie, Lorne Campbell",GBR,Men,0.5-1T,Gold
1900,Paris,Sailing,Sailing,"Baudrier, Jacques",FRA,Men,0.5-1T,Silver
1900,Paris,Sailing,Sailing,"Lebret, Jean",FRA,Men,0.5-1T,Silver
1900,Paris,Sailing,Sailing,Marcotte,FRA,Men,0.5-1T,Silver
1900,Paris,Sailing,Sailing,"Martin, William",FRA,Men,0.5-1T,Silver
1900,Paris,Sailing,Sailing,Valton,FRA,Men,0.5-1T,Silver
1900,Paris,Sailing,Sailing,"Hore, Edward",GBR,Men,10-20T,Bronze
1900,Paris,Sailing,Sailing,"Billard, Emile",FRA,Men,10-20T,Gold
1900,Paris,Sailing,Sailing,"Perquer, P.",FRA,Men,10-20T,Gold
1900,Paris,Sailing,Sailing,"Le Duc Decazes, Jean",FRA,Men,10-20T,Silver
1900,Paris,Sailing,Sailing,"Machenry, M.",USA,Men,3-10T,Bronze
1900,Paris,Sailing,Sailing,"Taylor, Howard",GBR,Men,3-10T,Gold
1900,Paris,Sailing,Sailing,"Gufflet, Maurice",FRA,Men,3-10T,Silver
1900,Paris,Sailing,Sailing,"Michelet, E.",FRA,Men,Open Class,Bronze
1900,Paris,Sailing,Sailing,"Michelet, F.",FRA,Men,Open Class,Bronze
1900,Paris,Sailing,Sailing,"Gretton, John H.",GBR,Men,Open Class,Gold
1900,Paris,Sailing,Sailing,"Hope, Linton",GBR,Men,Open Class,Gold
1900,Paris,Sailing,Sailing,"Lord Currie, Lorne Campbell",GBR,Men,Open Class,Gold
1900,Paris,Sailing,Sailing,"Naue, Georg",GER,Men,Open Class,Silver
1900,Paris,Sailing,Sailing,"Peters, Heinrich",GER,Men,Open Class,Silver
1900,Paris,Sailing,Sailing,"Weise, Ottokar",GER,Men,Open Class,Silver
1900,Paris,Sailing,Sailing,"Wiesner, Martin",GER,Men,Open Class,Silver
1900,Paris,Shooting,Shooting,"Balme, Eugène",FRA,Men,25M Rapid Fire Pistol (60 Shots),Bronze
1900,Paris,Shooting,Shooting,"Larrouy, Maurice",FRA,Men,25M Rapid Fire Pistol (60 Shots),Gold
1900,Paris,Shooting,Shooting,"Moreaux, Léon",FRA,Men,25M Rapid Fire Pistol (60 Shots),Silver
1900,Paris,Shooting,Shooting,"Bouwens, Antonius",NED,Men,"50M Army Pistol, Team",Bronze
1900,Paris,Shooting,Shooting,"Sillem, Henrik",NED,Men,"50M Army Pistol, Team",Bronze
1900,Paris,Shooting,Shooting,"Sweys, Anthony Ahasuerus",NED,Men,"50M Army Pistol, Team",Bronze
